Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
26/11/2022,25.75,25,28.5,25.5,26.5,21,18.175,19.115,48.115,17.75,59.25,120.58,120.59,103.56,79.77,29.875,24.63,23.5,23.5,24,23.5,24.625,23.125,24.5
27/11/2022,23.875,24.375,23.75,25.75,24.375,20.25,16.775,43.45,148.84,187.43,196.725,217.725,221.21,225.07,195.74,150.66,127.16,121.625,97,64.625,40.75,35.75,31,32.125
28/11/2022,31,30.875,31.125,31.875,31,26.625,24.055,45.35,129.94,180.895,198.065,216.145,208.335,190.51,190.52,141.055,100.27,65.625,64,45.5,32.25,25,24,23.625
29/11/2022,25.5,23.125,23.25,23.75,24.375,20.25,19.81,51.895,133.61,162.49,174.77,180.685,201.72,149.305,126.5,112.24,94.93,88.25,76.5,59,44.25,37.625,29,29.125
30/11/2022,28.875,30,28.5,28.875,28.75,26,22.615,52.905,127.7,157.34,176.7,190.1,193.27,191.82,180.15,143.89,112.67,92.25,74.25,74.125,57.625,44.25,29,30.625
01/12/2022,29.875,29.5,28.25,27.75,28.5,24.375,21.245,48.62,122.86,160.13,179.44,192.15,197.97,203.64,186.45,142.15,113.475,80.625,48.75,50,38.125,25.125,24.875,25.125
02/12/2022,24.75,25.625,24.625,24.75,24.75,22.25,17.405,29.32,86.07,138.03,169.68,182.02,180.03,146.97,57.97,32.485,32.55,23.75,23,24,23.75,24,23.5,24
03/12/2022,24.25,25,23.5,23.5,23.125,20,17.395,25.67,78.51,107.42,171.35,187.84,184.74,154.74,57.52,22.17,22.59,24.25,24,23.5,23.5,24,23.5,25
04/12/2022,24.25,24,23.5,23.125,23,21,18.565,48.24,130.31,155.59,174.815,200.295,193.9,190.61,181.18,132.76,89.04,79.25,58.75,56.125,46.625,30.875,29.5,27.125
05/12/2022,27.25,28.25,27.375,27.625,28.5,23.375,21.145,45.24,123.89,167.495,176.995,190.45,207.29,186.65,181.195,133.475,106.845,95.125,90.5,68.75,43.75,30.875,31.625,30.75
06/12/2022,30.75,31.75,30.5,32.125,30.375,28.5,24.43,53.29,141.4,172.51,190.85,188.77,188.96,150.765,119.69,108.865,105.95,90.25,70.75,53.25,48.125,33.375,24.25,25.25
07/12/2022,24.375,23.875,25.5,24,23.75,21.25,17.5,51.49,122.025,154.985,162.35,180.55,189.185,197.51,176.285,121.86,96.56,87.75,78.5,65.5,61.5,48.875,44.125,40.5
08/12/2022,38.25,39.125,38.375,39,37.375,34.125,34.765,64.565,123.42,161.525,169.27,188.525,200.75,193.38,164.275,111.405,67.97,59.75,53.5,48.75,37.75,33,26.125,27.875
09/12/2022,26,26,27.75,26,25.75,23.75,19.03,26.745,75.09,126.29,155.05,168,158.26,130.18,59.7,30.76,27.43,24.125,24.5,25.375,24.625,26,24.75,24.625
10/12/2022,25.375,24.625,24.875,25.75,24.125,22,17.32,25.325,77.58,132.28,165.95,184.25,176.26,137.39,56.33,28.69,30.45,26.875,25.875,25.625,26.625,25.75,25.625,26.25
11/12/2022,25.375,25.5,26.25,27,25.25,21.75,21.54,50.825,118.595,161.065,167.52,179.17,184.155,184.895,176.465,142.33,116.03,110.875,107.75,71.5,47.875,31,29,29.25
12/12/2022,29.25,29.375,30.125,29.75,29.25,26,22.4,51.58,121.46,148.36,163.575,172.385,193.3,173.755,178.815,134.85,100.655,79.75,57.125,42.25,36.375,28,23.125,23
13/12/2022,23.5,23.75,23.875,24.875,23.875,20.125,16.575,49.43,110.705,145.45,152.975,161.73,165.805,134.08,117.055,103.53,86.745,53.625,50.5,47.25,45.375,45.25,37.75,27.75
14/12/2022,25.75,27.375,26.25,26.5,26.625,22.25,19.25,43.48,111.645,140.745,147.19,151.835,153.025,160.94,148.7,113.77,97.2,51.75,52.25,58.75,49.25,32.25,25.5,25.625
15/12/2022,27,25.875,26.25,26.375,26.125,22.5,18.71,46.29,125.27,151.38,168.23,172.26,176.185,158.265,150.12,141.56,123.29,116.375,109.125,104.75,71.5,45.375,38.125,37.625
16/12/2022,38.375,38.75,38.625,38.5,38.375,36.25,31.67,33.93,73.26,131.35,167.03,181.41,177.81,142.06,53.68,27.74,36.63,28.75,26,25.25,24.25,24.5,24.25,24.125
17/12/2022,25.75,25.375,24.875,24.375,24.25,21.25,17.73,20.805,71.47,129.43,163.55,177.27,175.11,141.5,52.6,21.855,24.435,25,25.5,25.625,25.75,24.25,24.25,24.125
18/12/2022,24.125,24.75,25,26.375,24.375,21.25,25.11,65.37,123.09,168.08,177.065,190.11,188.94,182.77,200.365,138,106.505,94.875,69.5,53.75,46.5,43.625,33.625,32
19/12/2022,32,33.75,34.75,34.25,33.75,30.625,26.86,45.165,110.705,151.215,166.125,181.865,177.42,145.245,91.875,78.98,81.71,72.75,55,51.875,45.625,41.25,41.75,40.875
20/12/2022,40.5,40.75,41.5,41.625,41.25,38,37.91,43.68,65.08,123.86,159.84,173.52,163.555,140.08,56.755,33.75,33.95,39.375,37.125,34.75,28.875,24.125,23.375,23.25
21/12/2022,24.375,23,24.125,24.125,23.375,20.875,20.58,23.03,53.9,119.99,159.32,83.94,53.515,76.595,69.01,44.6,41.505,46.125,43.375,44.375,40.75,33,24.125,22.875
22/12/2022,22.75,22.75,23.5,23.375,23.125,20.5,16.85,27.39,69.51,127,162.47,130.23,104.595,93.99,43.745,27.82,28.15,27.25,27,31.625,29.375,24.5,22.5,22.25
23/12/2022,22.125,23,23.375,22.75,23.125,21.25,16.715,26.755,45.8,117.14,140.04,74.765,167.68,99.9,25.01,26.85,29.33,24.75,24.5,24.25,23.75,23.125,23.25,23.375
24/12/2022,23.5,25.625,23.625,23.5,23.25,20,16.73,15.81,23.75,39.61,117.79,56.59,55.01,27.45,24.66,18.21,23.845,24.25,28,25.375,24.75,25,25,25.875
25/12/2022,24.75,23.625,23.75,24.75,23.125,21.125,19.52,30.86,108.05,88.6,58.685,42.17,38.98,38.695,40.95,40.415,33.165,23,25.5,33.5,31.25,28.875,25.875,24.875
26/12/2022,25.125,23.375,23.5,23.375,24.625,20.375,21.5,25.765,45.73,31.485,76.06,39.28,34.04,41.005,75.28,41.44,41.565,37,32.125,27.875,25.375,25.625,23.75,23.625
27/12/2022,24.75,23.625,23.375,24.875,23,19.5,15.985,43.605,113.52,152.73,174.49,179.165,172.28,140.345,110.19,89.875,82.54,84.5,74.875,63.75,46.75,36.75,38,34.75
28/12/2022,32.625,31.625,32.375,31.875,31.75,28.25,30.62,52.735,113.075,143.51,170.65,190.17,197.68,182.31,159.94,136.53,128.69,116.875,88.625,80.625,53.125,37.75,38.5,34.25
29/12/2022,32.25,31.5,31.625,31.25,31.125,27.5,28.38,51.585,133.685,196.12,196.945,187.715,184.78,183.08,164.06,133.755,120.605,123.25,121.875,110.25,107.875,101.125,100,93.375
30/12/2022,74.375,76.625,76.375,77.875,78.5,75,75.87,73.205,76.095,85.13,115.39,175.61,172,156.95,72.75,46.54,48.49,48.875,50.875,49.875,50.125,52,50.125,50.625
31/12/2022,50.5,50.75,51.25,50.875,51,47.375,44.295,44.635,66.41,125.48,163.08,180.33,175.75,140.91,70.8,39.34,34.16,35.125,35,35.625,36.25,35.25,35,35.25
