time,P,G(i),H_sun,T2m,WS10m,Int
20161129:0709,64.65,274.32,27.48,17.15,4.0,0.0
20161129:0809,35.05,159.21,33.89,18.64,4.41,0.0
20161129:0909,70.4,301.67,37.06,19.34,3.17,0.0
20161129:1009,65.84,285.93,36.43,20.7,2.34,0.0
20161129:1109,162.27,700.75,32.12,21.52,1.86,0.0
20161129:1209,102.86,440.07,24.85,21.95,1.79,0.0
20161129:1309,105.79,453.81,15.5,21.76,2.07,0.0
20161129:1409,4.62,33.08,4.77,21.12,2.07,0.0
20161129:1509,0.0,0.0,0.0,19.45,2.21,0.0
20161129:1609,0.0,0.0,0.0,17.86,2.34,0.0
20161129:1709,0.0,0.0,0.0,16.74,2.48,0.0
20161129:1809,0.0,0.0,0.0,16.08,2.62,0.0
20161129:1909,0.0,0.0,0.0,15.6,2.83,0.0
20161129:2009,0.0,0.0,0.0,15.09,2.9,0.0
20161129:2109,0.0,0.0,0.0,14.8,3.1,0.0
20161129:2209,0.0,0.0,0.0,14.59,3.17,0.0
20161129:2309,0.0,0.0,0.0,14.4,3.17,0.0
20161130:0009,0.0,0.0,0.0,14.23,3.03,0.0
20161130:0109,0.0,0.0,0.0,14.07,2.97,0.0
20161130:0209,0.0,0.0,0.0,13.85,2.97,0.0
20161130:0309,0.0,0.0,0.0,13.93,2.9,0.0
20161130:0409,0.0,0.0,0.0,13.95,2.83,0.0
20161130:0509,40.88,191.41,8.21,14.39,2.97,0.0
20161130:0609,58.81,251.37,18.54,15.72,2.55,0.0
20161130:0709,123.79,520.98,27.29,19.51,2.55,0.0
20161130:0809,56.56,248.26,33.7,21.19,2.97,0.0
20161130:0909,33.52,155.4,36.89,22.08,4.48,0.0
20161130:1009,192.31,811.72,36.28,21.4,5.31,0.0
20161130:1109,131.02,548.05,32.0,21.05,4.9,0.0
20161130:1209,166.1,695.75,24.77,21.37,5.1,0.0
20161130:1309,95.95,405.3,15.45,21.43,5.17,0.0
20161130:1409,0.45,9.53,4.74,21.01,4.83,0.0
20161130:1509,0.0,0.0,0.0,19.75,4.28,0.0
20161130:1609,0.0,0.0,0.0,18.65,4.41,0.0
20161130:1709,0.0,0.0,0.0,17.77,4.83,0.0
20161130:1809,0.0,0.0,0.0,17.0,5.03,0.0
20161130:1909,0.0,0.0,0.0,16.89,4.41,0.0
20161130:2009,0.0,0.0,0.0,16.18,4.07,0.0
20161130:2109,0.0,0.0,0.0,15.47,3.72,0.0
20161130:2209,0.0,0.0,0.0,14.73,3.59,0.0
20161130:2309,0.0,0.0,0.0,14.17,3.72,0.0
20161201:0009,0.0,0.0,0.0,13.74,3.93,0.0
20161201:0109,0.0,0.0,0.0,13.36,4.07,0.0
20161201:0209,0.0,0.0,0.0,12.99,4.07,0.0
20161201:0309,0.0,0.0,0.0,12.67,3.93,0.0
20161201:0409,0.0,0.0,0.0,12.39,3.86,0.0
20161201:0509,40.6,188.75,8.04,12.48,3.72,0.0
20161201:0609,105.58,434.27,18.37,14.0,3.79,0.0
20161201:0709,155.23,633.75,27.11,16.67,5.52,0.0
20161201:0809,190.03,780.89,33.52,18.22,6.76,0.0
20161201:0909,195.34,804.83,36.72,19.13,7.66,0.0
20161201:1009,148.94,611.08,36.14,19.33,8.07,0.0
20161201:1109,138.59,567.38,31.89,19.64,8.9,0.0
20161201:1209,111.75,457.62,24.69,19.33,9.52,0.0
20161201:1309,8.26,48.62,15.4,17.47,9.59,0.0
20161201:1409,14.28,76.49,4.71,15.49,7.72,0.0
20161201:1509,0.0,0.0,0.0,14.65,7.03,0.0
20161201:1609,0.0,0.0,0.0,14.3,7.38,0.0
20161201:1709,0.0,0.0,0.0,13.97,8.9,0.0
20161201:1809,0.0,0.0,0.0,13.51,8.76,0.0
20161201:1909,0.0,0.0,0.0,13.01,9.03,0.0
20161201:2009,0.0,0.0,0.0,12.35,8.76,0.0
20161201:2109,0.0,0.0,0.0,11.81,8.34,0.0
20161201:2209,0.0,0.0,0.0,11.53,7.1,0.0
20161201:2309,0.0,0.0,0.0,11.18,6.69,0.0
20161202:0009,0.0,0.0,0.0,11.03,6.21,0.0
20161202:0109,0.0,0.0,0.0,10.8,6.9,0.0
20161202:0209,0.0,0.0,0.0,10.71,6.83,0.0
20161202:0309,0.0,0.0,0.0,10.66,6.62,0.0
20161202:0409,0.0,0.0,0.0,10.56,5.79,0.0
20161202:0509,39.19,180.89,7.88,10.45,5.52,0.0
20161202:0609,106.33,427.8,18.2,10.96,6.0,0.0
20161202:0709,158.28,627.39,26.94,12.24,7.52,0.0
20161202:0809,195.72,781.05,33.35,13.47,8.21,0.0
20161202:0909,192.13,770.47,36.56,14.22,8.21,0.0
20161202:1009,25.42,118.22,36.01,14.69,8.41,0.0
20161202:1109,58.4,246.01,31.79,14.81,8.07,0.0
20161202:1209,90.54,367.6,24.62,14.54,7.59,0.0
20161202:1309,27.32,125.32,15.35,14.29,6.97,0.0
20161202:1409,3.72,27.6,4.69,13.99,5.45,0.0
20161202:1509,0.0,0.0,0.0,13.36,4.55,0.0
20161202:1609,0.0,0.0,0.0,12.9,4.48,0.0
20161202:1709,0.0,0.0,0.0,12.36,3.86,0.0
20161202:1809,0.0,0.0,0.0,11.94,2.97,0.0
20161202:1909,0.0,0.0,0.0,12.01,2.76,0.0
20161202:2009,0.0,0.0,0.0,11.84,2.69,0.0
20161202:2109,0.0,0.0,0.0,11.49,2.55,0.0
20161202:2209,0.0,0.0,0.0,11.16,2.55,0.0
20161202:2309,0.0,0.0,0.0,10.96,2.55,0.0
20161203:0009,0.0,0.0,0.0,10.73,2.41,0.0
20161203:0109,0.0,0.0,0.0,10.77,2.21,0.0
20161203:0209,0.0,0.0,0.0,10.57,2.0,0.0
20161203:0309,0.0,0.0,0.0,10.17,1.86,0.0
20161203:0409,0.0,0.0,0.0,9.93,1.86,0.0
20161203:0509,38.64,179.35,7.72,9.66,2.0,0.0
20161203:0609,100.34,413.31,18.03,11.78,1.86,0.0
20161203:0709,154.02,634.85,26.77,14.08,2.34,0.0
20161203:0809,161.71,674.1,33.18,15.23,2.14,0.0
20161203:0909,200.03,858.39,36.41,16.27,1.66,0.0
20161203:1009,198.23,860.0,35.88,17.05,1.24,0.0
20161203:1109,165.96,714.63,31.69,17.69,0.83,0.0
20161203:1209,93.92,398.93,24.56,18.13,0.62,0.0
20161203:1309,91.95,391.39,15.32,18.25,0.97,0.0
20161203:1409,9.67,56.65,4.67,17.88,1.72,0.0
20161203:1509,0.0,0.0,0.0,16.6,1.93,0.0
20161203:1609,0.0,0.0,0.0,15.33,2.21,0.0
20161203:1709,0.0,0.0,0.0,14.29,2.28,0.0
20161203:1809,0.0,0.0,0.0,13.26,2.34,0.0
20161203:1909,0.0,0.0,0.0,12.8,2.48,0.0
20161203:2009,0.0,0.0,0.0,12.17,2.62,0.0
20161203:2109,0.0,0.0,0.0,11.59,2.69,0.0
20161203:2209,0.0,0.0,0.0,11.11,2.76,0.0
20161203:2309,0.0,0.0,0.0,10.77,2.83,0.0
20161204:0009,0.0,0.0,0.0,10.39,0.0,0.0
20161204:0109,0.0,0.0,0.0,9.97,0.0,0.0
20161204:0209,0.0,0.0,0.0,9.61,2.83,0.0
20161204:0309,0.0,0.0,0.0,9.26,2.76,0.0
20161204:0409,0.0,0.0,0.0,8.92,2.69,0.0
20161204:0509,37.12,172.35,7.56,8.88,2.69,0.0
20161204:0609,110.49,452.04,17.87,11.06,2.34,0.0
20161204:0709,146.29,603.6,26.6,15.05,2.62,0.0
20161204:0809,136.65,569.1,33.01,17.19,2.76,0.0
20161204:0909,164.29,694.38,36.26,18.37,2.55,0.0
20161204:1009,134.51,567.96,35.76,19.0,2.28,0.0
20161204:1109,129.73,547.09,31.6,19.37,2.34,0.0
20161204:1209,131.82,555.48,24.5,19.46,2.28,0.0
20161204:1309,64.9,279.81,15.29,19.52,2.0,0.0
20161204:1409,16.1,85.95,4.66,19.0,2.0,0.0
20161204:1509,0.0,0.0,0.0,17.62,2.21,0.0
20161204:1609,0.0,0.0,0.0,16.18,2.21,0.0
20161204:1709,0.0,0.0,0.0,14.69,1.93,0.0
20161204:1809,0.0,0.0,0.0,13.42,1.45,0.0
20161204:1909,0.0,0.0,0.0,12.37,2.0,0.0
20161204:2009,0.0,0.0,0.0,11.71,2.0,0.0
20161204:2109,0.0,0.0,0.0,11.13,1.93,0.0
20161204:2209,0.0,0.0,0.0,10.57,1.93,0.0
20161204:2309,0.0,0.0,0.0,9.99,2.0,0.0
20161205:0009,0.0,0.0,0.0,9.67,2.0,0.0
20161205:0109,0.0,0.0,0.0,9.47,1.93,0.0
20161205:0209,0.0,0.0,0.0,9.25,1.93,0.0
20161205:0309,0.0,0.0,0.0,9.38,1.79,0.0
20161205:0409,0.0,0.0,0.0,9.63,1.66,0.0
20161205:0509,32.19,152.56,7.4,9.99,1.52,0.0
20161205:0609,99.8,415.36,17.71,12.51,1.03,0.0
20161205:0709,148.81,628.94,26.44,14.77,0.55,0.0
20161205:0809,182.7,784.38,32.86,16.93,1.24,0.0
20161205:0909,202.58,875.39,36.12,18.17,1.93,0.0
20161205:1009,204.54,878.9,35.64,19.09,2.69,0.0
20161205:1109,184.07,779.64,31.52,19.55,3.31,0.0
20161205:1209,147.51,616.26,24.45,19.6,3.72,0.0
20161205:1309,88.1,370.68,15.26,19.16,4.0,0.0
20161205:1409,31.1,150.2,4.66,18.17,3.86,0.0
20161205:1509,0.0,0.0,0.0,16.55,3.24,0.0
20161205:1609,0.0,0.0,0.0,15.22,0.0,0.0
20161205:1709,0.0,0.0,0.0,14.25,0.0,0.0
20161205:1809,0.0,0.0,0.0,13.25,1.59,0.0
20161205:1909,0.0,0.0,0.0,12.54,1.45,0.0
20161205:2009,0.0,0.0,0.0,12.0,1.52,0.0
20161205:2109,0.0,0.0,0.0,11.55,1.59,0.0
20161205:2209,0.0,0.0,0.0,11.45,1.45,0.0
20161205:2309,0.0,0.0,0.0,11.37,1.38,0.0
20161206:0009,0.0,0.0,0.0,11.67,1.17,0.0
20161206:0109,0.0,0.0,0.0,11.82,1.17,0.0
20161206:0209,0.0,0.0,0.0,11.64,1.17,0.0
20161206:0309,0.0,0.0,0.0,11.54,1.1,0.0
20161206:0409,0.0,0.0,0.0,11.18,1.1,0.0
20161206:0509,35.91,170.18,7.25,10.97,1.1,0.0
20161206:0609,100.35,419.05,17.55,12.62,0.76,0.0
20161206:0709,150.29,631.58,26.28,15.03,1.03,0.0
20161206:0809,182.85,782.6,32.71,16.82,1.38,0.0
20161206:0909,199.46,865.57,35.98,17.97,1.52,0.0
20161206:1009,198.07,861.87,35.54,18.83,1.59,0.0
20161206:1109,179.11,770.33,31.45,19.32,1.79,0.0
20161206:1209,79.73,339.38,24.4,19.67,2.07,0.0
20161206:1309,86.01,365.1,15.24,19.51,2.48,0.0
20161206:1409,18.46,96.12,4.66,18.9,2.9,0.0
20161206:1509,0.0,0.0,0.0,17.36,2.83,0.0
20161206:1609,0.0,0.0,0.0,16.0,2.83,0.0
20161206:1709,0.0,0.0,0.0,14.97,2.41,0.0
20161206:1809,0.0,0.0,0.0,13.85,1.93,0.0
20161206:1909,0.0,0.0,0.0,13.1,1.79,0.0
20161206:2009,0.0,0.0,0.0,12.47,1.86,0.0
20161206:2109,0.0,0.0,0.0,11.8,2.0,0.0
20161206:2209,0.0,0.0,0.0,11.39,2.14,0.0
20161206:2309,0.0,0.0,0.0,10.92,2.14,0.0
20161207:0009,0.0,0.0,0.0,10.47,2.28,0.0
20161207:0109,0.0,0.0,0.0,10.08,2.34,0.0
20161207:0209,0.0,0.0,0.0,9.67,2.41,0.0
20161207:0309,0.0,0.0,0.0,9.31,2.41,0.0
20161207:0409,0.0,0.0,0.0,8.96,2.48,0.0
20161207:0509,26.56,127.89,7.11,8.87,2.48,0.0
20161207:0609,93.79,385.56,17.4,11.19,2.07,0.0
20161207:0709,148.39,614.8,26.13,15.31,2.34,0.0
20161207:0809,182.89,776.32,32.56,17.88,2.34,0.0
20161207:0909,201.21,875.25,35.86,19.07,1.79,0.0
20161207:1009,201.92,886.89,35.44,19.86,1.52,0.0
20161207:1109,185.34,802.05,31.38,20.48,2.0,0.0
20161207:1209,148.54,628.03,24.37,20.68,2.9,0.0
20161207:1309,103.07,434.47,15.23,20.27,3.79,0.0
20161207:1409,17.67,92.52,4.67,19.14,4.07,0.0
20161207:1509,0.0,0.0,0.0,17.33,3.66,0.0
20161207:1609,0.0,0.0,0.0,15.89,3.1,0.0
20161207:1709,0.0,0.0,0.0,14.79,2.48,0.0
20161207:1809,0.0,0.0,0.0,13.74,2.0,0.0
20161207:1909,0.0,0.0,0.0,12.99,2.07,0.0
20161207:2009,0.0,0.0,0.0,12.07,2.07,0.0
20161207:2109,0.0,0.0,0.0,11.37,2.0,0.0
20161207:2209,0.0,0.0,0.0,10.9,1.93,0.0
20161207:2309,0.0,0.0,0.0,10.55,1.93,0.0
20161208:0009,0.0,0.0,0.0,10.33,1.93,0.0
20161208:0109,0.0,0.0,0.0,10.49,1.72,0.0
20161208:0209,0.0,0.0,0.0,10.86,1.52,0.0
20161208:0309,0.0,0.0,0.0,11.27,1.45,0.0
20161208:0409,0.0,0.0,0.0,11.41,1.45,0.0
20161208:0509,33.89,162.02,6.96,11.25,1.45,0.0
20161208:0609,99.69,415.78,17.25,12.88,1.1,0.0
20161208:0709,151.41,629.0,25.99,14.11,1.59,0.0
20161208:0809,184.85,781.16,32.43,16.6,2.21,0.0
20161208:0909,201.67,860.17,35.74,17.6,2.55,0.0
20161208:1009,206.39,879.87,35.34,18.34,3.03,0.0
20161208:1109,181.33,762.14,31.32,18.76,3.59,0.0
20161208:1209,136.39,564.97,24.34,18.82,4.28,0.0
20161208:1309,103.51,430.27,15.22,18.18,4.69,0.0
20161208:1409,3.67,27.7,4.68,17.25,4.48,0.0
20161208:1509,0.0,0.0,0.0,16.02,3.72,0.0
20161208:1609,0.0,0.0,0.0,14.78,3.52,0.0
20161208:1709,0.0,0.0,0.0,13.98,3.59,0.0
20161208:1809,0.0,0.0,0.0,13.35,3.03,0.0
20161208:1909,0.0,0.0,0.0,13.45,2.21,0.0
20161208:2009,0.0,0.0,0.0,12.99,2.0,0.0
20161208:2109,0.0,0.0,0.0,12.62,2.21,0.0
20161208:2209,0.0,0.0,0.0,12.07,2.41,0.0
20161208:2309,0.0,0.0,0.0,11.39,2.28,0.0
20161209:0009,0.0,0.0,0.0,10.66,2.0,0.0
20161209:0109,0.0,0.0,0.0,9.59,1.72,0.0
20161209:0209,0.0,0.0,0.0,8.94,1.72,0.0
20161209:0309,0.0,0.0,0.0,8.27,1.86,0.0
20161209:0409,0.0,0.0,0.0,7.7,2.07,0.0
20161209:0509,33.35,156.81,6.82,7.39,2.21,0.0
20161209:0609,101.54,413.79,17.11,9.32,2.0,0.0
20161209:0709,156.22,641.77,25.85,12.74,2.14,0.0
20161209:0809,191.22,802.75,32.3,14.35,2.07,0.0
20161209:0909,208.57,890.17,35.63,15.45,2.0,0.0
20161209:1009,211.85,911.5,35.26,16.41,1.93,0.0
20161209:1109,196.78,841.56,31.27,17.0,1.93,0.0
20161209:1209,159.34,670.16,24.31,17.36,2.07,0.0
20161209:1309,111.18,465.61,15.22,17.23,2.28,0.0
20161209:1409,22.47,112.22,4.7,16.59,2.48,0.0
20161209:1509,0.0,0.0,0.0,15.15,2.34,0.0
20161209:1609,0.0,0.0,0.0,13.78,2.34,0.0
20161209:1709,0.0,0.0,0.0,12.57,2.21,0.0
20161209:1809,0.0,0.0,0.0,11.37,2.0,0.0
20161209:1909,0.0,0.0,0.0,10.13,1.66,0.0
20161209:2009,0.0,0.0,0.0,9.34,1.52,0.0
20161209:2109,0.0,0.0,0.0,8.93,1.38,0.0
20161209:2209,0.0,0.0,0.0,8.44,1.38,0.0
20161209:2309,0.0,0.0,0.0,8.01,1.45,0.0
20161210:0009,0.0,0.0,0.0,7.81,1.45,0.0
20161210:0109,0.0,0.0,0.0,7.93,1.31,0.0
20161210:0209,0.0,0.0,0.0,8.18,1.17,0.0
20161210:0309,0.0,0.0,0.0,8.14,1.03,0.0
20161210:0409,0.0,0.0,0.0,8.0,0.97,0.0
20161210:0509,34.26,162.03,6.68,8.0,0.97,0.0
20161210:0609,100.95,416.73,16.97,9.38,0.48,0.0
20161210:0709,153.53,641.55,25.71,11.89,0.48,0.0
20161210:0809,188.41,790.77,32.17,13.38,1.66,0.0
20161210:0909,208.06,878.23,35.52,14.46,2.34,0.0
20161210:1009,207.68,876.66,35.18,15.22,2.62,0.0
20161210:1109,185.86,773.75,31.22,15.46,3.03,0.0
20161210:1209,143.14,587.82,24.29,15.78,3.45,0.0
20161210:1309,99.6,411.04,15.23,15.68,3.79,0.0
20161210:1409,22.68,112.1,4.72,14.95,3.79,0.0
20161210:1509,0.0,0.0,0.0,14.09,2.97,0.0
20161210:1609,0.0,0.0,0.0,13.23,2.07,0.0
20161210:1709,0.0,0.0,0.0,12.26,1.17,0.0
20161210:1809,0.0,0.0,0.0,11.74,0.69,0.0
20161210:1909,0.0,0.0,0.0,11.29,1.1,0.0
20161210:2009,0.0,0.0,0.0,10.82,1.24,0.0
20161210:2109,0.0,0.0,0.0,10.46,1.31,0.0
20161210:2209,0.0,0.0,0.0,10.33,1.38,0.0
20161210:2309,0.0,0.0,0.0,10.19,1.45,0.0
20161211:0009,0.0,0.0,0.0,10.18,1.45,0.0
20161211:0109,0.0,0.0,0.0,9.93,1.52,0.0
20161211:0209,0.0,0.0,0.0,9.69,1.52,0.0
20161211:0309,0.0,0.0,0.0,9.32,1.52,0.0
20161211:0409,0.0,0.0,0.0,9.05,1.59,0.0
20161211:0509,30.43,146.18,6.55,8.97,1.59,0.0
20161211:0609,98.23,404.75,16.84,10.57,1.38,0.0
20161211:0709,148.61,612.31,25.58,13.65,2.07,0.0
20161211:0809,184.02,769.18,32.05,14.92,2.34,0.0
20161211:0909,200.61,849.13,35.42,16.26,2.55,0.0
20161211:1009,139.84,583.44,35.11,17.23,2.69,0.0
20161211:1109,87.86,368.11,31.18,17.51,3.03,0.0
20161211:1209,60.73,258.95,24.28,17.3,3.45,0.0
20161211:1309,22.76,108.85,15.24,16.86,3.59,0.0
20161211:1409,10.11,58.0,4.75,16.24,3.17,0.0
20161211:1509,0.0,0.0,0.0,15.28,2.14,0.0
20161211:1609,0.0,0.0,0.0,14.16,1.66,0.0
20161211:1709,0.0,0.0,0.0,13.42,1.17,0.0
20161211:1809,0.0,0.0,0.0,12.33,1.1,0.0
20161211:1909,0.0,0.0,0.0,13.37,0.83,0.0
20161211:2009,0.0,0.0,0.0,12.49,1.03,0.0
20161211:2109,0.0,0.0,0.0,11.72,1.24,0.0
20161211:2209,0.0,0.0,0.0,11.1,1.45,0.0
20161211:2309,0.0,0.0,0.0,10.35,1.66,0.0
20161212:0009,0.0,0.0,0.0,9.98,1.72,0.0
20161212:0109,0.0,0.0,0.0,9.46,1.66,0.0
20161212:0209,0.0,0.0,0.0,9.38,1.38,0.0
20161212:0309,0.0,0.0,0.0,9.5,1.24,0.0
20161212:0409,0.0,0.0,0.0,8.65,1.59,0.0
20161212:0509,30.96,148.35,6.42,8.19,1.93,0.0
20161212:0609,98.96,408.21,16.71,10.64,1.31,0.0
20161212:0709,149.61,623.22,25.46,14.2,1.38,0.0
20161212:0809,180.95,770.34,31.94,16.2,1.45,0.0
20161212:0909,196.03,850.14,35.33,17.45,1.31,0.0
20161212:1009,196.06,856.95,35.05,18.38,1.17,0.0
20161212:1109,178.14,771.45,31.15,19.0,1.24,0.0
20161212:1209,134.65,569.16,24.28,19.26,1.86,0.0
20161212:1309,90.25,380.97,15.26,19.0,2.76,0.0
20161212:1409,23.37,116.5,4.78,18.11,3.38,0.0
20161212:1509,0.0,0.0,0.0,16.54,3.17,0.0
20161212:1609,0.0,0.0,0.0,15.14,2.97,0.0
20161212:1709,0.0,0.0,0.0,14.09,2.41,0.0
20161212:1809,0.0,0.0,0.0,13.14,1.59,0.0
20161212:1909,0.0,0.0,0.0,12.26,1.38,0.0
20161212:2009,0.0,0.0,0.0,11.61,1.17,0.0
20161212:2109,0.0,0.0,0.0,10.5,1.66,0.0
20161212:2209,0.0,0.0,0.0,10.02,2.21,0.0
20161212:2309,0.0,0.0,0.0,9.86,2.55,0.0
20161213:0009,0.0,0.0,0.0,9.99,2.76,0.0
20161213:0109,0.0,0.0,0.0,9.94,3.03,0.0
20161213:0209,0.0,0.0,0.0,9.99,3.31,0.0
20161213:0309,0.0,0.0,0.0,9.87,3.45,0.0
20161213:0409,0.0,0.0,0.0,9.75,3.52,0.0
20161213:0509,17.08,88.1,6.29,9.77,3.59,0.0
20161213:0609,65.08,271.01,16.59,11.66,3.59,0.0
20161213:0709,66.59,277.9,25.34,14.19,4.21,0.0
20161213:0809,188.21,771.07,31.84,15.92,5.17,0.0
20161213:0909,206.81,853.05,35.25,17.31,6.07,0.0
20161213:1009,208.42,859.87,34.99,18.13,6.76,0.0
20161213:1109,186.43,765.83,31.12,18.46,6.83,0.0
20161213:1209,115.78,474.79,24.28,18.64,6.97,0.0
20161213:1309,101.02,417.82,15.28,18.58,6.97,0.0
20161213:1409,21.1,106.39,4.82,17.99,6.07,0.0
20161213:1509,0.0,0.0,0.0,17.12,4.76,0.0
20161213:1609,0.0,0.0,0.0,16.65,4.48,0.0
20161213:1709,0.0,0.0,0.0,16.07,4.83,0.0
20161213:1809,0.0,0.0,0.0,15.66,5.17,0.0
20161213:1909,0.0,0.0,0.0,15.81,6.0,0.0
20161213:2009,0.0,0.0,0.0,15.74,6.55,0.0
20161213:2109,0.0,0.0,0.0,15.21,6.83,0.0
20161213:2209,0.0,0.0,0.0,14.66,7.24,0.0
20161213:2309,0.0,0.0,0.0,14.1,7.52,0.0
20161214:0009,0.0,0.0,0.0,13.34,7.59,0.0
20161214:0109,0.0,0.0,0.0,12.47,8.34,0.0
20161214:0209,0.0,0.0,0.0,11.75,8.41,0.0
20161214:0309,0.0,0.0,0.0,11.32,7.93,0.0
20161214:0409,0.0,0.0,0.0,11.07,7.03,0.0
20161214:0509,4.83,32.6,6.17,11.44,7.17,0.0
20161214:0609,24.73,114.04,16.47,11.54,7.66,0.0
20161214:0709,13.95,71.5,25.23,12.51,8.14,0.0
20161214:0809,154.65,612.74,31.74,13.2,9.45,0.0
20161214:0909,20.86,99.15,35.17,12.45,10.07,0.0
20161214:1009,13.7,70.55,34.95,12.82,10.34,0.0
20161214:1109,27.71,125.85,31.11,12.25,10.41,0.0
20161214:1209,14.47,73.41,24.29,12.01,10.97,0.0
20161214:1309,119.37,472.53,15.31,10.99,8.9,0.0
20161214:1409,29.0,134.99,4.87,10.11,8.07,0.0
20161214:1509,0.0,0.0,0.0,9.17,6.41,0.0
20161214:1609,0.0,0.0,0.0,8.83,5.45,0.0
20161214:1709,0.0,0.0,0.0,8.42,4.69,0.0
20161214:1809,0.0,0.0,0.0,8.27,3.86,0.0
20161214:1909,0.0,0.0,0.0,8.83,4.69,0.0
20161214:2009,0.0,0.0,0.0,8.62,4.76,0.0
20161214:2109,0.0,0.0,0.0,8.2,4.55,0.0
20161214:2209,0.0,0.0,0.0,8.21,4.48,0.0
20161214:2309,0.0,0.0,0.0,8.35,4.28,0.0
20161215:0009,0.0,0.0,0.0,8.57,3.66,0.0
20161215:0109,0.0,0.0,0.0,8.67,4.07,0.0
20161215:0209,0.0,0.0,0.0,8.5,3.52,0.0
20161215:0309,0.0,0.0,0.0,8.44,3.24,0.0
20161215:0409,0.0,0.0,0.0,8.61,3.24,0.0
20161215:0509,3.69,26.69,6.05,8.52,3.1,0.0
20161215:0609,13.42,68.64,16.36,9.41,3.03,0.0
20161215:0709,34.81,153.16,25.12,11.07,4.28,0.0
20161215:0809,61.45,255.98,31.65,12.01,4.69,0.0
20161215:0909,53.38,226.02,35.1,13.01,5.59,0.0
20161215:1009,188.1,759.69,34.91,12.96,5.45,0.0
20161215:1109,57.71,242.77,31.1,13.17,4.9,0.0
20161215:1209,26.01,120.13,24.3,13.12,4.14,0.0
20161215:1309,8.87,50.53,15.34,13.14,3.45,0.0
20161215:1409,8.04,47.83,4.91,13.05,2.69,0.0
20161215:1509,0.0,0.0,0.0,11.94,1.86,0.0
20161215:1609,0.0,0.0,0.0,10.94,2.07,0.0
20161215:1709,0.0,0.0,0.0,9.94,2.41,0.0
20161215:1809,0.0,0.0,0.0,9.5,2.55,0.0
20161215:1909,0.0,0.0,0.0,9.2,2.9,0.0
20161215:2009,0.0,0.0,0.0,9.0,2.9,0.0
20161215:2109,0.0,0.0,0.0,8.89,2.83,0.0
20161215:2209,0.0,0.0,0.0,8.74,2.83,0.0
20161215:2309,0.0,0.0,0.0,8.79,2.76,0.0
20161216:0009,0.0,0.0,0.0,8.38,2.62,0.0
20161216:0109,0.0,0.0,0.0,8.03,2.48,0.0
20161216:0209,0.0,0.0,0.0,7.79,2.21,0.0
20161216:0309,0.0,0.0,0.0,7.27,1.93,0.0
20161216:0409,0.0,0.0,0.0,6.93,1.66,0.0
20161216:0509,12.98,69.66,5.94,6.88,1.59,0.0
20161216:0609,38.27,165.9,16.25,8.52,1.1,0.0
20161216:0709,158.33,653.62,25.02,11.65,1.31,0.0
20161216:0809,200.41,840.08,31.56,13.04,1.93,0.0
20161216:0909,222.32,942.09,35.04,14.02,2.34,0.0
20161216:1009,209.57,885.07,34.87,14.54,2.34,0.0
20161216:1109,207.81,876.73,31.09,14.93,2.41,0.0
20161216:1209,173.08,716.92,24.32,15.06,2.76,0.0
20161216:1309,116.93,481.56,15.38,14.86,2.97,0.0
20161216:1409,31.41,147.9,4.97,14.22,2.62,0.0
20161216:1509,0.0,0.0,0.0,12.91,2.28,0.0
20161216:1609,0.0,0.0,0.0,11.76,1.86,0.0
20161216:1709,0.0,0.0,0.0,11.03,1.31,0.0
20161216:1809,0.0,0.0,0.0,11.68,0.9,0.0
20161216:1909,0.0,0.0,0.0,11.07,0.0,0.0
20161216:2009,0.0,0.0,0.0,10.64,0.62,0.0
20161216:2109,0.0,0.0,0.0,10.03,0.9,0.0
20161216:2209,0.0,0.0,0.0,9.8,0.97,0.0
20161216:2309,0.0,0.0,0.0,9.47,1.1,0.0
20161217:0009,0.0,0.0,0.0,8.99,1.24,0.0
20161217:0109,0.0,0.0,0.0,8.96,1.17,0.0
20161217:0209,0.0,0.0,0.0,8.98,1.17,0.0
20161217:0309,0.0,0.0,0.0,9.18,1.03,0.0
20161217:0409,0.0,0.0,0.0,8.96,1.17,0.0
20161217:0509,1.11,13.35,5.83,8.72,1.31,0.0
20161217:0609,11.29,60.06,16.14,9.55,1.31,0.0
20161217:0709,56.82,238.88,24.93,11.73,2.28,0.0
20161217:0809,200.23,829.12,31.48,12.8,2.69,0.0
20161217:0909,217.63,914.11,34.99,14.02,2.76,0.0
20161217:1009,222.83,942.23,34.85,15.15,2.9,0.0
20161217:1109,198.03,827.99,31.1,15.62,3.03,0.0
20161217:1209,125.85,517.31,24.35,15.84,3.1,0.0
20161217:1309,98.3,406.58,15.43,15.68,3.17,0.0
20161217:1409,24.93,121.12,5.03,15.06,2.97,0.0
20161217:1509,0.0,0.0,0.0,13.8,2.48,0.0
20161217:1609,0.0,0.0,0.0,12.86,2.21,0.0
20161217:1709,0.0,0.0,0.0,12.0,1.72,0.0
20161217:1809,0.0,0.0,0.0,11.19,1.17,0.0
20161217:1909,0.0,0.0,0.0,11.71,0.9,0.0
20161217:2009,0.0,0.0,0.0,11.42,0.76,0.0
20161217:2109,0.0,0.0,0.0,10.76,1.03,0.0
20161217:2209,0.0,0.0,0.0,9.87,1.24,0.0
20161217:2309,0.0,0.0,0.0,9.24,1.45,0.0
20161218:0009,0.0,0.0,0.0,9.07,1.52,0.0
